-6.3545	0.016
-7.0125	0.012
-5.751	0.012
-7.5635	0.002
-6.0465	0.005
-6.838	0.0055
-5.95	0.006
-2.976	0.0145
-0.8765	0.0215
-0.7475	0.026
-1.3355	0.0185
-3.9505	0.0125
-2.682	0.018
-2.795	0.0155
-2.525	0.016
-4.683	0.0105
-4.8525	0.0125
-4.983	0.0095
-4.7235	0.011
-9.0895	0.0
-1.6985	0.0155
-2.234	0.0175
-1.9865	0.02
-9.8845	5.0E-4
-3.103	0.0165
-3.2675	0.0125
-5.696	0.006
-5.6645	0.0035
-5.9405	0.002
-3.338	0.009
-1.584	0.0255
3.91	0.0465
1.8975	0.03
8.5925	0.0745
4.7025	0.0435
13.9635	0.1045
13.701	0.0965
16.048	0.126
16.3225	0.1355
16.043	0.108
17.2965	0.137
16.4465	0.1115
-3.6815	0.0275
-4.711	0.0175
8.5275	0.0595
12.023	0.078
12.2375	0.067
13.546	0.1115
11.7485	0.105
17.409	0.1285
15.401	0.124
15.715	0.114
14.7545	0.1025
15.337	0.1255
10.1785	0.0775
11.269	0.091
18.4345	0.1635
19.3335	0.1785
18.9525	0.147
10.341	0.081
11.165	0.088
12.0325	0.0885
15.0235	0.138
13.8835	0.1255
16.344	0.157
13.7	0.126
21.032	0.1545
21.071	0.1545
19.4235	0.1485
20.343	0.1805
16.7545	0.138
-5.73	0.0045
-6.331	0.0065
-7.2105	0.004
-7.2435	0.0025
-6.4795	0.0015
-6.8145	0.002
-7.441	0.001
-7.6565	0.0015
-8.507	0.001
-8.4335	0.002
-8.8525	0.0015
-8.6485	0.001
-8.315	0.003
-8.1195	0.004
-8.4955	0.002
-8.2375	0.001
-7.856	0.003
-6.9235	0.0035
-7.8055	0.0035
-8.7655	0.0015
-7.51	0.0025
-7.567	5.0E-4
-8.14	0.001
-8.361	0.003
-9.0175	5.0E-4
-9.684	0.001
-10.553	0.001
-11.075	5.0E-4
-11.756	0.0025
-10.0305	5.0E-4
-10.7785	0.001
-10.877	5.0E-4
-11.0815	0.001
-11.294	0.001
-11.418	5.0E-4
-11.282	0.0
-11.659	0.0
-11.5565	0.0
-11.5925	0.0
-11.783	0.001
-11.822	0.0
-11.6325	0.0
-11.778	5.0E-4
-11.5645	0.0
-11.725	0.0
-11.5105	0.0
-11.5985	0.0
-10.727	5.0E-4
-9.462	0.0015
-1.368	0.019
-7.9835	0.0035
-0.9865	0.017
-0.675	0.017
-0.956	0.0175
-0.961	0.0135
-1.058	0.015
-11.8365	5.0E-4
-1.079	0.0165
-0.6885	0.0245
-0.9115	0.018
-1.0415	0.0175
-0.9285	0.0175
-0.844	0.017
-0.8585	0.0195
-0.9485	0.02
-0.74	0.0185
-0.756	0.0185
-1.128	0.016
-11.7475	0.0
-0.999	0.0165
-2.069	0.0165
5.0885	0.0455
-1.0255	0.012
-1.3545	0.0165
-0.775	0.0215
-0.796	0.019
4.7005	0.0395
4.444	0.044
8.165	0.056
8.2265	0.0555
8.0835	0.0645
8.3775	0.071
9.334	0.0695
9.4365	0.076
9.1975	0.0675
9.19	0.067
12.406	0.093
12.483	0.0915
11.7155	0.0865
