-10.57	0.0015
-10.9575	5.0E-4
-11.365	0.001
-11.3885	0.001
-11.027	0.0015
-11.7275	0.0
-10.591	0.0
-12.4245	5.0E-4
7.042	0.071
8.241	0.0765
10.968	0.0955
17.6305	0.187
18.3945	0.166
11.485	0.1025
-16.002	0.0
0.315	0.0215
0.489	0.029
7.204	0.0845
16.0045	0.1255
-15.3605	0.0
-3.6825	0.003
-16.26	0.0
-10.347	0.006
4.378	0.0335
-10.646	0.003
6.4685	0.0605
4.547	0.0745
11.93	0.065
13.494	0.0955
-12.317	0.0035
-12.335	0.0
-2.4395	0.0045
2.161	0.0255
12.0925	0.1245
12.31	0.146
11.5925	0.1005
-9.449	0.013
-10.962	0.0025
12.452	0.092
11.504	0.1095
8.9745	0.062
0.097	0.0435
-16.685	0.0
-5.6905	0.0125
10.3875	0.1255
5.346	0.0695
-2.9945	0.042
-11.218	0.005
-16.3645	0.0
6.602	0.055
-10.9105	0.003
6.8515	0.0615
-9.7225	0.0075
6.3425	0.055
7.752	0.079
0.1635	0.0215
7.7585	0.063
-16.29	0.0
-2.424	0.009
-1.3105	0.0425
1.7325	0.0385
3.6	0.037
0.9595	0.053
0.4885	0.026
-10.887	0.0055
-16.3005	0.0
7.25	0.0655
3.5215	0.0145
-11.0805	0.0035
15.7545	0.1435
21.4595	0.1895
-12.138	0.0015
-4.996	0.0045
8.3085	0.077
9.0895	0.0535
5.655	0.0335
-10.6905	0.0035
-6.616	0.0095
-0.1875	0.021
2.804	0.048
7.7445	0.0625
-9.908	5.0E-4
-10.961	0.005
12.1305	0.0715
11.2795	0.1135
-16.244	0.0
8.78	0.07
-11.73	0.0035
-1.1955	0.0285
6.4065	0.0635
14.9	0.112
-0.6575	0.0665
-11.0225	0.002
-11.8695	0.0035
6.1885	0.0565
10.6545	0.0935
-13.1865	0.0015
10.71	0.0565
9.8905	0.068
-11.3835	0.004
-3.4645	0.0085
10.8595	0.0875
1.343	0.021
14.193	0.1335
12.8285	0.1065
6.5615	0.2625
-11.494	0.0055
9.25	0.079
4.336	0.034
10.624	0.0635
9.5765	0.0945
-7.3445	0.008
5.4585	0.089
-12.368	5.0E-4
-11.117	0.003
7.13	0.067
2.446	0.0235
-2.633	0.0245
-8.464	0.003
-7.315	0.008
-5.6665	0.004
4.64	0.0525
2.0725	0.0435
-16.345	0.0
6.5635	0.069
-12.6145	0.001
7.178	0.0665
2.5065	0.0255
-11.737	0.0065
4.694	0.0245
-0.4955	0.02
-11.655	0.0025
10.365	0.062
-6.4395	5.0E-4
7.1345	0.0885
15.574	0.184
23.0915	0.2135
-16.3735	0.0
-6.6755	0.0065
5.517	0.052
-16.7265	0.0
5.985	0.0495
-1.9045	0.013
-4.4685	0.003
2.481	0.0495
6.605	0.0955
12.2365	0.0905
-10.9665	0.0045
5.4835	0.0835
18.9925	0.1565
-10.674	0.005
-16.3925	0.0
9.901	0.0735
3.9055	0.0365
-10.9685	0.005
-7.6745	0.0
-11.291	0.002
6.8705	0.072
-11.786	0.0
-10.9805	0.002
0.8235	0.027
10.3825	0.087
5.956	0.0765
14.079	0.108
-17.1155	0.0
-4.6195	0.011
7.725	0.0965
8.6325	0.0985
5.9785	0.039
11.7975	0.117
-8.774	0.0
-11.4525	0.003
4.9495	0.031
-11.252	0.004
6.0015	0.0565
4.947	0.0665
15.7575	0.133
-16.0445	0.0
7.5305	0.0835
-11.554	0.001
-7.0765	0.0025
-3.0025	0.005
7.321	0.087
-12.315	0.001
0.7305	0.02
1.9155	0.041
-4.3305	0.006
4.4435	0.0765
6.342	0.064
-7.775	0.0045
-10.656	0.003
-11.2855	0.0045
7.1505	0.052
11.5365	0.103
-8.929	0.0185
-16.0015	0.0
5.5105	0.0665
0.664	0.011
-1.8915	0.0285
0.915	0.052
-13.9195	0.0
3.273	0.038
1.952	0.0485
-6.411	0.009
15.7615	0.1125
12.011	0.097
-16.408	0.0
13.04	0.1055
-16.809	0.0
16.1315	0.1445
7.241	0.0905
9.7175	0.061
-0.2715	0.0085
6.1965	0.0795
3.516	0.0465
9.03	0.051
-11.219	0.001
-10.0275	0.0105
-7.997	0.005
2.5915	0.0255
1.4345	0.05
